Unnamed: 0,title,price,city,datetime,nb_rooms,nb_baths,surface_area,equipement,link
786,61092-Vente Appt à Casablanca Maarif Extension de,4500000.0,Casablanca,2024-10-19 14:14:05,4,2,259.0,"Ascenseur, Balcon, Chauffage, Climatisation, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/61092_Vente_Appt_%C3%A0_Casablanca_Maarif_Extension_de__55673320.htm
787,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/joo?utm_source=avito_integration&utm_medium=listing_integration
788,Appartement à vendre 158 m² à Maarif Casablanca,1975000.0,Casablanca,2024-10-19 10:51:59,3,2,158.0,"Ascenseur, Balcon, Concierge, Parking, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_158_m%C2%B2_%C3%A0_Maarif_Casablanca_55542983.htm
789,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-19 10:36:04,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55672269.htm
790,Appartement 98 m² à Casablanca,900000.0,Casablanca,2024-10-19 10:30:27,3,1,0.0,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_98_m%C2%B2_%C3%A0_Casablanca_55480520.htm
791,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jX9?utm_source=avito_integration&utm_medium=listing_integration
792,Appartement à vendre 100 m² à Casablanca,2272000.0,Casablanca,2024-10-19 09:41:01,1,2,203.0,"Ascenseur, Climatisation, Concierge, Terrasse",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Casablanca_55672053.htm
793,Appartement à vendre 46 m² à Casablanca,40000.0,Casablanca,2024-10-19 00:48:53,2,1,46.0,Sécurité,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_46_m%C2%B2_%C3%A0_Casablanca_55671698.htm
794,Appartement à vendre 77 m² à Casablanca,890000.0,Casablanca,2024-10-18 19:58:33,2,2,120.0,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_77_m%C2%B2_%C3%A0_Casablanca_55353997.htm
795,Appartement à vendre 104 m² à Casablanca,790000.0,Casablanca,2024-10-18 19:55:48,2,2,104.0,Terrasse,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_104_m%C2%B2_%C3%A0_Casablanca_54211100.htm
796,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/4jq?utm_source=avito_integration&utm_medium=listing_integration
797,Vente Appartement 3 pièces de 125 m2 à Casablanca,1850000.0,Casablanca,2024-10-18 17:10:28,2,2,125.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/Vente_Appartement_3_pi%C3%A8ces_de_125_m2_%C3%A0_Casablanca_55670457.htm
798,Appartement à vendre 54 m² à Casablanca,1050000.0,Casablanca,2024-10-18 17:05:01,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_Casablanca_55670436.htm
799,Appartement à vendre 64 m² à Casablanca,1050000.0,Casablanca,2024-10-18 16:05:24,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Casablanca_55670225.htm
800,NEW-LEVIZIR-1 - Appartement à vendre à Marrakech,1248000.0,Marrakech,2024-10-18 15:40:35,2,2,128.0,"Balcon, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/NEW_LEVIZIR_1___Appartement_%C3%A0_vendre_%C3%A0_Marrakech_55670093.htm
801,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/dx0?utm_source=avito_integration&utm_medium=listing_integration
802,Appartements à vendre à Casablanca,976500.0,Casablanca,2024-10-18 15:26:51,3,2,0.0,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/ain_sebaa/appartements/Appartements_%C3%A0_vendre_%C3%A0_Casablanca_55380418.htm
803,Appartement sarout à vendreCasablanca lalalyacout,320000.0,Casablanca,2024-10-18 15:26:00,3,2,80.0,"Ascenseur, Balcon, Concierge, Sécurité",https://www.avito.ma/fr/centre_ville/appartements/Appartement_sarout_%C3%A0_vendreCasablanca_lalalyacout__55670007.htm
804,CMN-AC-1794 - Appartement à vendre à Sidi Maarouf,2050000.0,Casablanca,2024-10-18 15:10:59,3,2,149.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_maarouf/appartements/CMN_AC_1794___Appartement_%C3%A0_vendre_%C3%A0_Sidi_Maarouf_55669955.htm
805,Appartement meublé à vendre 60 m² à Casablanca,1280000.0,Casablanca,2024-10-18 14:59:49,2,1,70.0,"Ascenseur, Chauffage, Climatisation, Concierge, Cuisine Équipée, Meublé, Parking, Sécurité",https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_meubl%C3%A9__%C3%A0_vendre_60_m%C2%B2_%C3%A0_Casablanca_55669885.htm
806,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jg7?utm_source=avito_integration&utm_medium=listing_integration
807,Appartement à vendre 247 m² à Casablanca,2626000.0,Casablanca,2024-10-18 14:54:32,4,3,265.0,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_%C3%A0_vendre_247_m%C2%B2_%C3%A0_Casablanca_54829611.htm
808,CMN-HA-1650 - Appartement à vendre à CIL,1550000.0,Casablanca,2024-10-18 14:40:43,2,1,95.0,Ascenseur,https://www.avito.ma/fr/c.i.l/appartements/CMN_HA_1650___Appartement_%C3%A0_vendre_%C3%A0_CIL_55669782.htm
809,Appartement à vendre 86 m² à Casablanca,1050000.0,Casablanca,2024-10-18 14:30:10,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_86_m%C2%B2_%C3%A0_Casablanca_55669728.htm
810,Appartement à vendre 53 m² à Casablanca,450000.0,Casablanca,2024-10-18 12:56:04,2,2,65.0,"Balcon, Chauffage, Parking",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_53_m%C2%B2_%C3%A0_Casablanca_55669289.htm
811,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/joE?utm_source=avito_integration&utm_medium=listing_integration
812,Appartement à vendre 100 m² à Casablanca,1050000.0,Casablanca,2024-10-18 12:00:24,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/hay_chrifa/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Casablanca_55668993.htm
813,Appartement à vendre 60 m² à Casablanca,1050000.0,Casablanca,2024-10-18 10:43:14,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/hay_moulay_rachid/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Casablanca_55668557.htm
814,Appartement à vendre bien ensoleillé à CIL,2200000.0,Casablanca,2024-10-18 09:38:05,4,2,175.0,"Ascenseur, Concierge, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/c.i.l/appartements/Appartement_%C3%A0_vendre_bien_ensoleill%C3%A9_%C3%A0_CIL_55538404.htm
815,Appartement cabinet à vendre 80 m² à Casablanca,700000.0,Casablanca,2024-10-18 07:01:02,2,1,80.0,"Ascenseur, Concierge, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_cabinet_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Casablanca_55667963.htm
816,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/4jk?utm_source=avito_integration&utm_medium=listing_integration
817,Appartement à vendre 64 m² à Casablanca,560000.0,Casablanca,2024-10-17 22:18:06,2,1,64.0,"Balcon, Cuisine Équipée, Parking",https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Casablanca__55667585.htm
818,appartement à vendre de 113 m² ،quartier laymoun,1320000.0,Casablanca,2024-10-17 22:15:17,3,2,113.0,"Balcon, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/hay_laymouna/appartements/appartement_%C3%A0_vendre_de_113_m%C2%B2__quartier_laymoun_55667564.htm
819,Appartement à vendre 72 m² à Casablanca,1050000.0,Casablanca,2024-10-17 21:28:11,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/nassim/appartements/Appartement_%C3%A0_vendre_72_m%C2%B2_%C3%A0_Casablanca_55667406.htm
820,Appartement 86 m² à Casablanca,720000.0,Casablanca,2024-10-17 19:07:16,2,1,86.0,"Balcon, Concierge, Parking, Sécurité",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_86_m%C2%B2_%C3%A0_Casablanca_55666908.htm
821,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/joK?utm_source=avito_integration&utm_medium=listing_integration
822,64535-Vente Appt à Casablanca Gauthier de 220 m²,3600000.0,Casablanca,2024-10-17 18:13:46,4,3,220.0,"Ascenseur, Chauffage, Climatisation, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/gauthier/appartements/64535_Vente_Appt_%C3%A0_Casablanca_Gauthier_de_220_m%C2%B2_55666721.htm
823,CMN-ME-1601 - Appartement à vendre à 2 Mars,1950000.0,Casablanca,2024-10-17 17:10:53,4,2,150.0,"Ascenseur, Parking",https://www.avito.ma/fr/2_mars/appartements/CMN_ME_1601___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_55666408.htm
824,Appartement à vendre 80 m² à Casablanca,880000.0,Casablanca,2024-10-17 16:32:01,2,1,0.0,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/roches_noires/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Casablanca_55666217.htm
825,64775-Vente Appt à Casablanca Sindibad de 170 m²,3400000.0,Casablanca,2024-10-17 16:13:44,2,2,170.0,"Ascenseur, Balcon, Chauffage, Meublé, Parking, Sécurité",https://www.avito.ma/fr/anfa/appartements/64775_Vente_Appt_%C3%A0_Casablanca_Sindibad_de_170_m%C2%B2_55666126.htm
826,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/joP?utm_source=avito_integration&utm_medium=listing_integration
827,Appartement à vendre 123 m² à Casablanca,1500000.0,Casablanca,2024-10-17 14:50:04,2,2,11.0,"Ascenseur, Balcon, Concierge, Parking, Terrasse",https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_123_m%C2%B2_%C3%A0_Casablanca_55665723.htm
828,Appartement Meublé à vendre 51 m² à Bouznika,300000.0,Bouznika,2024-10-17 14:46:02,2,1,51.0,"Balcon, Cuisine Équipée, Meublé, Parking, Sécurité",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_Meubl%C3%A9_%C3%A0_vendre_51_m%C2%B2_%C3%A0_Bouznika_55665703.htm
829,Appartement à vendre 116 m² à Casablanca,2600000.0,Casablanca,2024-10-17 14:00:40,3,3,125.0,"Ascenseur, Balcon, Climatisation, Parking, Sécurité",https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_116_m%C2%B2_%C3%A0_Casablanca_55665446.htm
830,Appartement à vendre 90 m² à Casablanca,990000.0,Casablanca,2024-10-17 13:56:34,3,1,90.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Casablanca_55665403.htm
831,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jol?utm_source=avito_integration&utm_medium=listing_integration
832,Appartement Rhina 72 m² à Casablanca ElBorja,150000.0,Casablanca,2024-10-17 13:56:11,2,1,72.0,"Ascenseur, Concierge, Sécurité",https://www.avito.ma/fr/a%C3%AFn_borja/appartements/Appartement_Rhina_72_m%C2%B2_%C3%A0_Casablanca_ElBorja_55665400.htm
833,Appartement à vendre 78 m² à Casablanca,875000.0,Casablanca,2024-10-17 13:52:56,2,2,0.0,"Ascenseur, Balcon, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Casablanca_55665351.htm
834,Appartement à vendre 78 m² à Casablanca,1050000.0,Casablanca,2024-10-17 12:23:03,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/laimoune/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Casablanca_55664947.htm
835,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/4qR?utm_source=avito_integration&utm_medium=listing_integration
836,Appartement à vendre 60 m² à Tit Mellil,290000.0,Tit Mellil,2024-10-17 11:49:22,2,1,60.0,Balcon,https://www.avito.ma/fr/tit_mellil/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Tit_Mellil_55664809.htm
837,Appartement à vendre 153 m² à Casablanca,2400000.0,Casablanca,2024-10-17 10:54:08,3,3,181.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/anfa/appartements/Appartement_%C3%A0_vendre_153_m%C2%B2_%C3%A0_Casablanca_55664560.htm
838,Appartement à vendre 106 m² à Casablanca,1050000.0,Casablanca,2024-10-17 10:34:16,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_106_m%C2%B2_%C3%A0_Casablanca_55664368.htm
839,Appartement à vendre 80 m² à Casablanca,600000.0,Casablanca,2024-10-17 09:39:36,3,2,80.0,"Chauffage, Climatisation, Cuisine Équipée, Meublé, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Casablanca_55664076.htm
840,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jLd?utm_source=avito_integration&utm_medium=listing_integration
841,CMN-MA-1762 - Appartement à vendre à Val Fleurie,1400000.0,Casablanca,2024-10-17 09:20:34,2,2,111.0,"Ascenseur, Parking",https://www.avito.ma/fr/val_fleuri/appartements/CMN_MA_1762___Appartement_%C3%A0_vendre_%C3%A0_Val_Fleurie_55664001.htm
842,Appartement à vendre 130 m² à Casablanca,1050000.0,Casablanca,2024-10-16 21:59:02,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_130_m%C2%B2_%C3%A0_Casablanca_55663085.htm
843,Appartement à vendre 144 m² à Casablanca,2400000.0,Casablanca,2024-10-16 21:47:01,3,2,144.0,"Ascenseur, Balcon, Chauffage, Climatisation, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_144_m%C2%B2_%C3%A0_Casablanca_55663025.htm
844,Appartement à vendre 72 m² à Casablanca,550000.0,Casablanca,2024-10-16 20:03:34,2,1,80.0,"Balcon, Terrasse",https://www.avito.ma/fr/hay_albaraka/appartements/Appartement_%C3%A0_vendre_72_m%C2%B2_%C3%A0_Casablanca_55662683.htm
845,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/Pll?utm_source=avito_integration&utm_medium=listing_integration
846,Appartement à vendre 84 m² à Casablanca,640000.0,Casablanca,2024-10-16 18:09:15,2,1,0.0,Balcon,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_84_m%C2%B2_%C3%A0_Casablanca_55662308.htm
847,CMN-MA-1761 - Appartement à vendre à Val Fleurie,1800000.0,Casablanca,2024-10-16 17:58:32,3,1,130.0,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/val_fleuri/appartements/CMN_MA_1761___Appartement_%C3%A0_vendre_%C3%A0_Val_Fleurie_55662263.htm
848,CMN-MA-1760 - Appartement à vendre à Les princesses,2500000.0,Casablanca,2024-10-16 17:28:33,3,2,150.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_1760___Appartement_%C3%A0_vendre_%C3%A0_Les_princesses_55662144.htm
849,64631-Vente Appt à Casablanca Maarif Extension de,4600000.0,Casablanca,2024-10-16 17:32:16,3,2,292.0,"Ascenseur, Balcon, Chauffage, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/64631_Vente_Appt_%C3%A0_Casablanca_Maarif_Extension_de__55662183.htm
850,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jXN?utm_source=avito_integration&utm_medium=listing_integration
851,Appartement à vendre 50 m² à Casablanca - Oulfa,1050000.0,Casablanca,2024-10-16 17:17:33,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca___Oulfa_55662121.htm
852,Vente Appartement 4 pièces de 92 m2 à Casablanca,1300000.0,Casablanca,2024-10-16 16:49:17,2,2,92.0,"Ascenseur, Balcon",https://www.avito.ma/fr/derb_ghallef/appartements/Vente_Appartement_4_pi%C3%A8ces_de_92_m2_%C3%A0_Casablanca_55661975.htm
853,Appartement à vendre 120 m² à Casablanca,1050000.0,Casablanca,2024-10-16 16:17:03,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Casablanca_55661837.htm
854,Appartement à vendre 50 m² à Casablanca,360000.0,Casablanca,2024-10-16 15:58:38,2,1,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55661737.htm
855,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/4ji?utm_source=avito_integration&utm_medium=listing_integration
856,Appartement à vendre 177 m² à Casablanca,1050000.0,Casablanca,2024-10-16 14:48:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/les_princesses/appartements/Appartement_%C3%A0_vendre_177_m%C2%B2_%C3%A0_Casablanca_55661351.htm
857,Appartement 3 chambres à vendre à Casablanca,2190000.0,Casablanca,2024-10-16 13:54:53,3,2,0.0,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/val_fleuri/appartements/Appartement_3_chambres_%C3%A0_vendre__%C3%A0_Casablanca_55000443.htm
858,Appartement à vendre 165 m² à Casablanca,2200000.0,Casablanca,2024-10-16 13:51:38,3,2,165.0,"Ascenseur, Concierge, Parking",https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_165_m%C2%B2_%C3%A0_Casablanca_55661018.htm
859,appartement avendre,320000.0,Casablanca,2024-10-16 12:18:46,2,1,51.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_moumen/appartements/appartement_avendre_55660592.htm
860,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jTW?utm_source=avito_integration&utm_medium=listing_integration
861,appartement avendre,320000.0,Casablanca,2024-10-16 12:13:01,2,1,51.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_moumen/appartements/appartement_avendre_55660563.htm
862,Appartement à vendre 98 m² à Casablanca,1700000.0,Casablanca,2024-10-16 11:50:21,3,1,97.0,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_98_m%C2%B2_%C3%A0_Casablanca_55601204.htm
863,Appartement à vendre 79 m² à Casablanca,800000.0,Casablanca,2024-10-16 11:44:13,3,1,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_79_m%C2%B2_%C3%A0_Casablanca_55459310.htm
864,Appartement à vendre 190 m² à Casablanca,1200000.0,Casablanca,2024-10-16 11:37:04,4,2,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_190_m%C2%B2_%C3%A0_Casablanca_55660367.htm
865,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/28p?utm_source=avito_integration&utm_medium=listing_integration
866,CMN-MA-1328 - Appartement à vendre à 2 Mars,1500000.0,Casablanca,2024-10-16 11:24:48,3,2,146.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/2_mars/appartements/CMN_MA_1328___Appartement_%C3%A0_vendre_%C3%A0_2_Mars_54581327.htm
867,Appartement à vendre 129 m² à Casablanca,1050000.0,Casablanca,2024-10-16 11:19:42,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_129_m%C2%B2_%C3%A0_Casablanca_55660278.htm
868,Appartement à vendre 113 m² à Casablanca,1700000.0,Casablanca,2024-10-16 11:19:24,2,2,113.0,"Ascenseur, Chauffage, Climatisation, Concierge, Cuisine Équipée, Duplex, Parking, Sécurité",https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_113_m%C2%B2_%C3%A0_Casablanca_55660277.htm
869,CMN-AN-1666 - Appartement à vendre à Racine,5500000.0,Casablanca,2024-10-16 10:35:42,4,2,271.0,Ascenseur,https://www.avito.ma/fr/racine/appartements/CMN_AN_1666___Appartement_%C3%A0_vendre_%C3%A0_Racine_55659984.htm
870,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/47R?utm_source=avito_integration&utm_medium=listing_integration
871,Appartement à vendre 78 m² à Casablanca,15000000.0,Casablanca,2024-10-16 08:35:35,2,2,122.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/mers_sultan/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Casablanca_55659448.htm
872,Appartement à vendre 97 m² à Casablanca,1050000.0,Casablanca,2024-10-15 21:22:57,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Casablanca__55658733.htm
873,Appartement à vendre 65 m² à Casablanca,680000.0,Casablanca,2024-10-15 20:59:12,2,1,65.0,"Balcon, Cuisine Équipée",https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Casablanca_55658643.htm
874,Appartement à vendre 74 m² à Casablanca,580000.0,Casablanca,2024-10-15 20:22:04,2,1,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Casablanca_55658550.htm
875,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/u9S?utm_source=avito_integration&utm_medium=listing_integration
876,Appartement à vendre 72 m² à Casablanca,1050000.0,Casablanca,2024-10-15 20:09:44,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_72_m%C2%B2_%C3%A0_Casablanca_55658527.htm
877,36076-Vente Appt à Casablanca Gauthier de 226 m²,3300000.0,Casablanca,2024-10-15 19:55:51,3,2,226.0,"Ascenseur, Chauffage, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/gauthier/appartements/36076_Vente_Appt_%C3%A0_Casablanca_Gauthier_de_226_m%C2%B2_54688150.htm
878,Appartement luxueux à vendre 48 m² à Casablanca,385000.0,Casablanca,2024-10-15 18:00:04,2,1,48.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_luxueux_%C3%A0_vendre_48_m%C2%B2_%C3%A0_Casablanca_55658124.htm
879,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/opK?utm_source=avito_integration&utm_medium=listing_integration
880,35179-Vente Appt à Casablanca Gauthier de 175 m²,3000000.0,Casablanca,2024-10-15 17:45:53,3,3,175.0,"Ascenseur, Balcon, Chauffage, Climatisation, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/gauthier/appartements/35179_Vente_Appt_%C3%A0_Casablanca_Gauthier_de_175_m%C2%B2_54688145.htm
